Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,Reti,Assist,G+A,Amm.,Esp.,xG,npxG,xAG
1,Tammy Abraham,ENG,Att,Roma,26,1997,6,1,172,1,0,1,1,0,0.5,0.5,0.1
2,Francesco Acerbi,ITA,Dif,Inter,36,1988,27,24,"2,208",3,1,4,1,0,1.6,1.6,1.7
3,Yacine Adli,FRA,Cen,Milan,23,2000,23,17,"1,375",1,2,3,3,0,0.3,0.3,2.1
4,Michel Aebischer,SUI,Cen,Bologna,27,1997,35,25,"2,140",0,1,1,7,0,1.1,1.1,1.5
5,Lucien Agoume,FRA,Cen,Inter,22,2002,1,0,5,0,0,0,0,0,0.0,0.0,0.0
6,Marley Aké,FRA,Att,Udinese,23,2001,1,0,10,0,0,0,0,0,0.0,0.0,0.0
7,Ebenezer Akinsanmiro,NGA,Cen,Inter,19,2004,1,0,15,0,0,0,0,0,0.0,0.0,0.0
8,Jean-Daniel Akpa-Akpro,CIV,Cen,Monza,31,1992,19,8,705,0,0,0,5,0,0.5,0.5,0.1
9,David Akpan Ankeye,NGA,Att,Genoa,22,2002,5,0,56,0,0,0,0,0,,,
10,Luis Alberto,ESP,Cen,Lazio,31,1992,32,29,"2,292",5,7,12,7,0,4.7,4.7,4.7
11,Carlos Alcaraz,ARG,Cen,Juventus,21,2002,8,2,245,0,1,1,0,0,0.3,0.3,0.1
12,Pontus Almqvist,SWE,Att,Lecce,24,1999,29,24,"2,052",2,1,3,5,0,2.3,2.3,2.6
13,Lorenzo Amatucci,ITA,Cen,Fiorentina,20,2004,2,0,22,0,0,0,0,0,0.0,0.0,0.0
14,Bruno Amione,ARG,Dif,Hellas Verona,22,2002,10,7,579,0,0,0,2,0,0.3,0.3,0.0
15,Felipe Anderson,BRA,Att,Lazio,31,1993,36,33,"2,713",5,6,11,3,0,4.3,4.3,6.3
16,Angeliño,ESP,Dif,Roma,27,1997,14,12,971,0,0,0,2,0,0.1,0.1,1.1
17,Houssem Aouar,ALG,Cen,Roma,25,1998,15,8,687,3,0,3,3,0,2.0,2.0,0.4
18,Marko Arnautović,AUT,Att,Inter,35,1989,26,4,746,3,3,6,0,0,4.3,4.3,2.6
19,Kristjan Asllani,ALB,Cen,Inter,22,2002,22,6,764,1,2,3,1,0,0.6,0.6,1.1
20,Emil Audero,ITA,Por,Inter,27,1997,3,3,270,0,0,0,0,0,0.0,0.0,0.0
21,Tommaso Augello,ITA,Dif,Cagliari,29,1994,30,26,"2,243",1,1,2,5,0,0.5,0.5,1.9
22,Carlos Augusto,BRA,Dif,Inter,25,1999,35,13,"1,608",0,3,3,1,0,1.0,1.0,2.2
23,Yann Aurel Bisseck,GER,Dif,Inter,23,2000,15,8,814,2,0,2,0,0,0.9,0.9,0.5
24,Sardar Azmoun,IRN,Att,Roma,29,1995,22,3,564,3,0,3,4,0,2.9,2.9,1.2
25,Paulo Azzi,BRA,Dif,Cagliari,29,1994,25,9,950,0,0,0,1,0,1.2,1.2,0.7
26,Oussama El Azzouzi,MAR,Cen,Bologna,22,2001,16,4,442,2,2,4,3,0,0.5,0.5,0.6
27,Milan Badelj,CRO,Cen,Genoa,35,1989,32,31,"2,455",1,3,4,6,0,1.4,1.4,1.1
28,Jaime Báez,URU,Att,Frosinone,29,1995,10,6,499,1,0,1,1,0,0.5,0.5,0.5
29,Nedim Bajrami,ALB,Cen,Sassuolo,25,1999,28,15,"1,310",2,2,4,0,0,2.5,2.5,2.2
30,Mitchel Bakker,NED,Dif,Atalanta,23,2000,13,3,366,1,0,1,1,0,0.2,0.2,0.1
31,Tommaso Baldanzi,ITA,Cen,Empoli,21,2003,14,8,745,2,0,2,1,0,2.1,2.1,1.0
33,Lameck Banda,ZAM,Att,Lecce,23,2001,21,17,"1,350",2,4,6,5,1,3.6,3.6,1.9
34,Daniel Bandeira,POR,Cen,Hellas Verona,24,2000,12,3,419,0,0,0,2,0,0.1,0.1,0.2
35,Mattia Bani,ITA,Dif,Genoa,30,1993,27,27,"2,306",2,0,2,9,0,1.2,1.2,0.1
36,Antonín Barák,CZE,Cen,Fiorentina,29,1994,19,7,715,2,3,5,2,0,1.5,1.5,2.1
37,Nicolò Barella,ITA,Cen,Inter,27,1997,35,32,"2,689",2,3,5,6,0,4.9,4.9,3.3
38,Enzo Barrenechea,ARG,Cen,Frosinone,22,2001,34,30,"2,636",0,1,1,10,0,0.6,0.6,1.6
39,Davide Bartesaghi,ITA,Dif,Milan,18,2005,6,0,79,0,0,0,0,0,0.0,0.0,0.0
40,Federico Baschirotto,ITA,Dif,Lecce,27,1996,35,35,"3,114",0,1,1,3,1,1.7,1.5,0.7
41,Toma Bašić,CRO,Cen,Salernitana,27,1996,14,13,"1,072",0,0,0,4,0,0.6,0.6,0.5
42,Alessandro Bastoni,ITA,Dif,Inter,25,1999,27,27,"2,205",1,3,4,5,0,1.2,1.2,3.3
43,Simone Bastoni,ITA,Cen,Empoli,27,1996,14,7,633,1,0,1,2,0,0.3,0.3,0.4
44,Reda Belahyane,FRA,Cen,Hellas Verona,19,2004,1,0,17,0,0,0,0,0,0.0,0.0,0.0
45,Raoul Bellanova,ITA,Dif,Torino,23,2000,35,34,"2,903",1,6,7,5,0,2.0,2.0,4.7
46,Andrea Belotti,ITA,Att,Fiorentina,30,1993,12,9,762,1,0,1,0,0,2.5,2.5,0.7
48,Lucas Beltrán,ARG,Att,Fiorentina,23,2001,29,19,"1,521",6,2,8,6,0,3.6,2.8,1.5
49,Ismaël Bennacer,ALG,Cen,Milan,26,1997,18,11,984,1,2,3,2,0,0.8,0.8,2.0
50,Domenico Berardi,ITA,Att,Sassuolo,29,1994,17,17,"1,431",9,3,12,6,0,6.5,2.6,3.0
51,Bartosz Bereszyński,POL,Dif,Empoli,31,1992,22,20,"1,638",0,1,1,3,0,0.1,0.1,0.3
52,Etrit Berisha,ALB,Por,Empoli,35,1989,14,14,"1,260",0,0,0,0,0,0.0,0.0,0.0
53,Medon Berisha,ALB,Cen,Lecce,20,2003,4,0,76,0,0,0,0,0,0.0,0.0,0.1
54,Victor Bernth Kristiansen,DEN,Dif,Bologna,21,2002,31,25,"2,217",0,3,3,4,0,0.3,0.3,2.4
55,Beto,GNB,Att,Udinese,26,1998,1,1,74,0,0,0,0,0,0.0,0.0,0.3
56,Davide Bettella,ITA,Cen,Monza,24,2000,1,0,3,0,0,0,0,0,0.0,0.0,0.0
57,Sam Beukema,NED,Dif,Bologna,25,1998,28,28,"2,441",1,1,2,6,1,1.6,1.6,0.8
58,Jaka Bijol,SVN,Dif,Udinese,25,1999,22,21,"1,904",0,0,0,4,0,1.3,1.3,0.2
59,El Bilal Touré,MLI,Att,Atalanta,22,2001,8,2,314,2,0,2,1,0,1.2,1.2,0.4
60,Cristiano Biraghi,ITA,Dif,Fiorentina,31,1992,26,24,"2,099",1,3,4,7,0,1.4,0.7,2.5
61,Davide Biraschi,ITA,Dif,Genoa,29,1994,1,1,90,1,0,1,0,0,0.1,0.1,0.0
62,Samuele Birindelli,ITA,Dif,Monza,24,1999,33,20,"1,871",0,2,2,7,0,1.0,1.0,2.9
63,Alexis Blin,FRA,Cen,Lecce,27,1996,29,15,"1,529",0,2,2,4,0,1.1,1.1,0.6
64,Jérôme Boateng,GER,Dif,Salernitana,35,1988,7,4,238,0,0,0,0,0,0.0,0.0,0.1
65,Emil Bohinen,NOR,Cen,Genoa,25,1999,5,0,56,0,0,0,0,0,0.0,0.0,0.1
67,Daniel Boloca,ROU,Cen,Sassuolo,25,1998,29,23,"1,988",1,0,1,6,1,0.5,0.5,0.4
68,Giacomo Bonaventura,ITA,Cen,Fiorentina,34,1989,29,25,"2,115",7,3,10,5,0,5.6,4.4,3.4
69,Federico Bonazzoli,ITA,Att,Hellas Verona,26,1997,24,10,"1,016",3,1,4,2,0,2.9,2.9,1.1
70,Warren Bondo,FRA,Cen,Monza,20,2003,23,13,"1,385",1,1,2,8,0,0.9,0.9,0.4
71,Giovanni Bonfanti,ITA,Dif,Atalanta,21,2003,1,0,15,0,0,0,0,0,0.0,0.0,0.0
72,Kevin Bonifazi,ITA,Dif,Bologna,27,1996,1,1,90,0,0,0,0,0,0.0,0.0,0.0
74,Gennaro Borrelli,ITA,Att,Frosinone,24,2000,1,0,24,0,0,0,0,0,0.0,0.0,0.0
75,Erik Botheim,NOR,Att,Salernitana,24,2000,7,4,316,0,0,0,1,0,0.1,0.1,0.0
76,Mehdi Bourabia,MAR,Cen,Frosinone,32,1991,10,3,200,0,0,0,1,0,0.1,0.1,0.0
77,Edoardo Bove,ITA,Cen,Roma,21,2002,29,16,"1,600",0,2,2,2,0,1.9,1.9,0.6
78,Domagoj Bradarić,CRO,Dif,Salernitana,24,1999,34,30,"2,749",0,3,3,5,0,0.8,0.8,1.8
79,Josip Brekalo,CRO,Att,Fiorentina,25,1998,11,8,652,1,0,1,0,0,0.4,0.4,0.3
80,Gleison Bremer,BRA,Dif,Juventus,27,1997,35,35,"3,143",3,0,3,8,0,1.4,1.4,0.4
81,Brenner,BRA,Cen,Udinese,24,2000,6,1,96,0,0,0,0,0,0.1,0.1,0.0
82,Marco Brescianini,ITA,Cen,Frosinone,24,2000,34,22,"2,144",4,2,6,1,0,2.3,2.3,1.4
83,Dylan Bronn,TUN,Dif,Salernitana,28,1995,4,0,52,0,0,0,0,0,0.0,0.0,0.0
84,Tajon Buchanan,CAN,Dif,Inter,25,1999,8,0,112,1,0,1,0,0,0.2,0.2,0.0
85,Alessandro Buongiorno,ITA,Dif,Torino,24,1999,27,27,"2,358",3,0,3,7,0,1.6,1.6,0.1
86,Rareș-Cătălin Burnete,ROU,Att,Lecce,20,2004,1,0,8,0,1,1,0,0,0.0,0.0,0.1
87,Jovane Cabral,CPV,Cen,Salernitana,25,1998,12,8,678,1,0,1,1,0,1.2,1.2,0.4
88,Liberato Cacace,NZL,Dif,Empoli,23,2000,30,17,"1,822",0,1,1,6,0,0.4,0.4,1.4
89,Jens Cajuste,SWE,Cen,Napoli,24,1999,24,9,862,0,2,2,6,0,1.1,1.1,1.0
90,Davide Calabria,ITA,Dif,Milan,27,1996,28,25,"2,095",0,3,3,5,2,1.1,1.1,1.0
91,Riccardo Calafiori,ITA,Dif,Bologna,21,2002,29,25,"2,275",0,5,5,4,0,0.7,0.7,1.1
92,Luca Caldirola,ITA,Dif,Monza,33,1991,29,23,"2,141",1,1,2,7,1,0.5,0.5,0.6
93,Hakan Çalhanoğlu,TUR,Cen,Inter,30,1994,30,30,"2,390",13,3,16,5,0,10.1,2.2,4.7
94,Francesco Camarda,ITA,Att,Milan,16,2008,2,0,14,0,0,0,0,0,0.0,0.0,0.0
95,Nicolò Cambiaghi,ITA,Att,Empoli,23,2000,35,29,"2,529",1,1,2,3,0,3.8,3.8,2.6
96,Andrea Cambiaso,ITA,Dif,Juventus,24,2000,33,27,"2,327",2,3,5,9,0,2.2,2.2,3.9
97,Matteo Cancellieri,ITA,Att,Empoli,22,2002,34,16,"1,618",3,2,5,7,0,3.4,3.4,2.7
98,Antonio Candreva,ITA,Cen,Salernitana,37,1987,32,31,"2,645",6,6,12,5,0,4.7,3.9,5.0
99,Luigi Canotto,ITA,Att,Frosinone,29,1994,1,0,16,0,0,0,0,0,0.0,0.0,0.0
100,Gianluca Caprari,ITA,Cen,Monza,30,1993,5,4,260,0,0,0,0,0,0.3,0.3,0.7
101,Elia Caprile,ITA,Por,Empoli,22,2001,21,21,"1,890",0,0,0,0,0,0.0,0.0,0.0
102,Francesco Caputo,ITA,Att,Empoli,36,1987,19,15,"1,244",3,0,3,0,0,3.4,2.6,0.7
103,Andrea Carboni,ITA,Dif,Monza,23,2001,21,16,"1,487",1,0,1,1,0,1.2,1.2,0.5
104,Valentin Carboni,ARG,Cen,Monza,19,2005,29,9,"1,044",2,3,5,1,0,2.2,2.2,1.7
105,Marco Carnesecchi,ITA,Por,Atalanta,23,2000,25,25,"2,250",0,0,0,0,0,0.0,0.0,0.0
106,Nicolò Casale,ITA,Dif,Lazio,26,1998,19,15,"1,469",0,0,0,4,0,0.9,0.9,0.0
107,Giuseppe Caso,ITA,Att,Frosinone,25,1998,14,2,417,0,0,0,2,0,0.3,0.3,0.2
108,Valentín Castellanos,ARG,Att,Lazio,25,1998,33,14,"1,522",4,3,7,2,0,6.9,6.9,1.6
109,Samu Castillejo,ESP,Att,Sassuolo,29,1995,17,6,536,0,0,0,2,0,0.3,0.3,1.0
110,Santiago Castro,ARG,Att,Bologna,19,2004,6,0,90,0,0,0,0,0,0.7,0.7,0.0
111,Gaetano Castrovilli,ITA,Att,Fiorentina,27,1997,4,3,212,1,0,1,0,0,0.4,0.4,0.4
112,Danilo Cataldi,ITA,Cen,Lazio,29,1994,27,15,"1,348",1,0,1,8,0,0.4,0.4,0.8
113,Emil Ceide,NOR,Att,Sassuolo,22,2001,11,0,176,0,0,0,0,0,0.1,0.1,0.2
114,Zeki Çelik,TUR,Dif,Roma,27,1997,15,4,491,0,0,0,1,0,0.2,0.2,0.6
115,Fabien Centonze,FRA,Dif,Hellas Verona,28,1996,10,7,676,0,1,1,2,0,0.0,0.0,1.0
116,Michele Cerofolini,ITA,Por,Frosinone,25,1999,6,5,495,0,0,0,1,0,0.0,0.0,0.0
117,Alberto Cerri,ITA,Att,Empoli,28,1996,11,9,516,1,0,1,2,0,1.2,1.2,0.2
118,Leonardo Cerri,ITA,Dif,Juventus,21,2003,1,0,7,0,0,0,0,0,0.0,0.0,0.0
119,Charlys,BRA,Cen,Hellas Verona,20,2004,1,0,1,0,0,0,0,0,0.0,0.0,0.0
120,Walid Cheddira,MAR,Att,Frosinone,26,1998,34,22,"1,945",6,1,7,0,0,8.3,7.5,1.4
121,Federico Chiesa,ITA,Att,Juventus,26,1997,31,23,"2,017",7,2,9,1,0,5.6,4.8,6.0
122,Oliver Christensen,DEN,Por,Fiorentina,25,1999,4,4,360,0,0,0,0,0,0.0,0.0,0.0
123,Samuel Chukwueze,NGA,Att,Milan,24,1999,24,12,"1,017",1,3,4,1,0,1.7,1.7,2.3
124,Giorgio Cittadini,ITA,Dif,Monza,22,2002,1,0,15,0,0,0,1,0,0.0,0.0,0.0
126,Patrick Ciurria,ITA,Dif,Monza,29,1995,22,18,"1,598",0,1,1,2,0,1.5,1.5,2.6
127,Lorenzo Colombo,ITA,Att,Monza,22,2002,25,16,"1,359",4,1,5,3,0,3.6,3.6,0.6
128,Andrea Colpani,ITA,Cen,Monza,25,1999,36,34,"2,522",8,4,12,1,0,4.6,4.6,4.8
129,Pietro Comuzzo,ITA,Dif,Fiorentina,19,2005,4,0,43,0,0,0,1,0,0.0,0.0,0.0
130,Andrea Consigli,ITA,Por,Sassuolo,37,1987,34,34,"3,060",0,0,0,1,0,0.0,0.0,0.0
131,Nikita Contini Baranovsky,ITA,Por,Napoli,27,1996,1,0,17,0,0,0,0,0,0.0,0.0,0.0
132,Diego Coppola,ITA,Dif,Hellas Verona,20,2003,22,16,"1,454",2,0,2,9,0,1.2,1.2,0.2
133,Tommaso Corazza,ITA,Dif,Bologna,19,2004,8,1,190,0,0,0,1,0,0.1,0.1,0.1
134,Jeppe Corfitzen,DEN,Att,Lecce,19,2004,1,0,9,0,0,0,0,0,0.0,0.0,0.0
135,Giacomo Corona,ITA,Att,Empoli,20,2004,1,0,5,0,0,0,0,0,0.0,0.0,0.0
136,João Costa,BRA,Cen,Roma,19,2005,2,0,11,0,0,0,0,0,0.0,0.0,0.0
137,Benoît Costil,FRA,Por,Salernitana,36,1987,13,13,"1,170",0,0,0,0,0,0.0,0.0,0.0
138,Lassana Coulibaly,MLI,Cen,Salernitana,28,1996,26,23,"1,947",0,1,1,5,0,0.6,0.6,0.8
139,Mamadou Coulibaly,SEN,Dif,Salernitana,25,1999,1,0,3,0,0,0,0,0,0.0,0.0,0.0
140,Alessio Cragno,ITA,Por,Sassuolo,29,1994,2,2,180,0,0,0,0,0,0.0,0.0,0.0
141,Bryan Cristante,ITA,Cen,Roma,29,1995,35,35,"3,109",3,4,7,8,0,3.8,3.8,2.9
142,Juan Cruz,ARG,Att,Hellas Verona,24,1999,4,1,109,0,0,0,0,0,0.0,0.0,0.1
143,Juan Cuadrado,COL,Dif,Inter,35,1988,9,0,232,0,2,2,1,0,0.1,0.1,1.5
144,Marvin Cuni,ALB,Att,Frosinone,22,2001,20,6,523,1,0,1,0,0,1.3,1.3,0.2
145,Danilo D'Ambrosio,ITA,Dif,Monza,35,1988,22,15,"1,401",0,0,0,5,1,0.6,0.6,0.2
146,Flavius Daniliuc,AUT,Dif,Salernitana,23,2001,14,8,744,0,0,0,2,0,0.2,0.2,0.2
147,Danilo,BRA,Dif,Juventus,32,1991,27,25,"2,272",1,1,2,6,0,1.3,1.3,0.9
148,Matteo Darmian,ITA,Dif,Inter,34,1989,32,26,"2,341",2,1,3,2,0,1.2,1.2,1.7
149,Juan David Cabal,COL,Dif,Hellas Verona,23,2001,20,15,"1,365",0,0,0,5,0,0.5,0.5,0.4
150,Keinan Davis, ENG,Att,Udinese,26,1998,6,0,106,0,0,0,1,0,0.2,0.2,0.1
151,Paweł Dawidowicz,POL,Dif,Hellas Verona,28,1995,27,24,"2,053",0,0,0,5,0,0.5,0.5,0.0
152,Charles De Ketelaere,BEL,Att,Atalanta,23,2001,32,23,"1,836",9,6,15,1,0,6.5,5.7,5.0
153,Mattia De Sciglio,ITA,Dif,Juventus,31,1992,1,1,45,0,0,0,0,0,0.0,0.0,0.0
154,Lorenzo De Silvestri,ITA,Dif,Bologna,35,1988,14,6,589,2,0,2,0,0,0.2,0.2,0.0
155,Koni De Winter,BEL,Dif,Genoa,21,2002,28,25,"2,290",0,1,1,8,1,0.8,0.8,1.0
156,Grégoire Defrel,MTQ,Att,Sassuolo,32,1991,19,7,712,1,2,3,0,0,1.0,1.0,1.2
157,Alessandro Deiola,ITA,Cen,Cagliari,28,1995,25,17,"1,465",0,0,0,6,0,1.6,1.6,0.9
158,Alessandro Dellavalle,ITA,Dif,Torino,20,2004,1,0,15,0,0,0,0,0,0.0,0.0,0.0
159,Diego Demme,GER,Cen,Napoli,32,1991,2,1,73,0,0,0,1,0,0.0,0.0,0.0
160,Leander Dendoncker,BEL,Cen,Napoli,29,1995,3,0,24,0,0,0,0,0,0.0,0.0,0.0
161,Mattia Destro,ITA,Att,Empoli,33,1991,14,2,321,0,0,0,1,0,0.7,0.7,0.3
162,Federico Di Francesco,ITA,Att,Lecce,29,1994,2,0,15,1,0,1,0,0,0.1,0.1,0.0
163,Michele Di Gregorio,ITA,Por,Monza,26,1997,33,33,"2,872",0,0,0,0,0,0.0,0.0,0.0
164,Giovanni Di Lorenzo,ITA,Dif,Napoli,30,1993,35,35,"3,150",1,6,7,6,0,3.1,3.0,4.7
165,Alessandro Di Pardo,ITA,Dif,Cagliari,24,1999,13,2,356,0,0,0,0,0,0.1,0.1,0.2
166,Boulaye Dia,SEN,Att,Salernitana,27,1996,17,12,"1,143",4,0,4,1,0,3.9,3.1,0.5
167,Federico Dimarco,ITA,Dif,Inter,26,1997,28,27,"1,946",5,6,11,0,0,2.7,2.5,8.3
168,Koffi Djidji,CIV,Dif,Torino,31,1992,13,8,759,0,0,0,2,0,0.1,0.1,0.0
169,Berat Djimsiti,ALB,Dif,Atalanta,31,1993,34,31,"2,726",0,1,1,5,0,0.7,0.7,0.7
170,Dodô,BRA,Dif,Fiorentina,25,1998,7,5,343,0,0,0,0,0,0.1,0.1,0.7
171,Josh Doig, SCO,Dif,Hellas Verona,21,2002,12,11,830,0,0,0,2,0,0.2,0.2,0.3
173,Nicolás Domínguez,ARG,Cen,Bologna,25,1998,2,1,102,0,0,0,0,0,0.0,0.0,0.0
174,Giulio Donati,ITA,Dif,Monza,34,1990,4,0,36,0,0,0,2,0,0.0,0.0,0.2
175,Patrick Dorgu,DEN,Dif,Lecce,19,2004,30,15,"1,421",2,0,2,6,0,1.7,1.7,1.5
176,Alberto Dossena,ITA,Dif,Cagliari,25,1998,34,32,"2,887",2,3,5,4,0,2.2,2.2,2.0
177,Radu Drăgușin,ROU,Dif,Genoa,22,2002,19,19,"1,710",2,1,3,1,0,1.0,1.0,0.8
178,Ondrej Duda,SVK,Cen,Hellas Verona,29,1994,31,28,"2,366",1,4,5,13,2,2.2,1.4,3.1
179,Denzel Dumfries,NED,Dif,Inter,28,1996,29,18,"1,557",3,4,7,2,1,2.1,2.1,4.8
180,Alfred Duncan,GHA,Cen,Fiorentina,31,1993,29,23,"1,812",2,5,7,2,0,1.3,1.3,2.0
181,Paulo Dybala,ARG,Att,Roma,30,1993,26,24,"1,845",13,9,22,3,0,10.2,4.7,3.8
182,Festy Ebosele,IRL,Dif,Udinese,21,2002,30,20,"1,664",0,0,0,6,1,0.8,0.8,1.8
183,Enzo Ebosse,CMR,Dif,Udinese,25,1999,1,0,8,0,0,0,0,0,0.0,0.0,0.0
184,Tyronne Ebuehi,NGA,Dif,Empoli,28,1995,15,11,"1,099",0,1,1,0,0,0.3,0.3,0.9
185,Éderson,BRA,Cen,Atalanta,24,1999,34,31,"2,734",6,1,7,8,0,3.5,3.5,1.3
186,Kingsley Ehizibue,NED,Dif,Udinese,28,1995,21,9,844,0,1,1,4,0,1.3,1.3,0.7
187,Emmanuel Ekong,SWE,Att,Empoli,21,2002,1,0,5,0,0,0,0,0,0.0,0.0,0.0
188,Caleb Ekuban,GHA,Att,Genoa,30,1994,27,9,"1,051",4,1,5,0,0,2.8,2.8,1.4
189,Elif Elmas,MKD,Att,Napoli,24,1999,11,4,339,2,0,2,2,0,0.5,0.5,0.2
190,Martin Erlic,CRO,Dif,Sassuolo,26,1998,30,29,"2,509",1,0,1,5,0,1.0,1.0,0.0
191,Giovanni Fabbian,ITA,Cen,Bologna,21,2003,25,10,977,5,2,7,4,0,3.9,3.9,1.9
192,Nicolò Fagioli,ITA,Cen,Juventus,23,2001,6,3,339,0,1,1,0,0,0.3,0.3,0.3
193,Wladimiro Falcone,ITA,Por,Lecce,29,1995,36,36,"3,240",0,0,0,0,0,0.0,0.0,0.2
194,Davide Faraoni,ITA,Dif,Hellas Verona,32,1991,11,7,602,0,1,1,5,0,0.4,0.4,0.4
196,Federico Fazio,ARG,Dif,Salernitana,37,1987,16,14,"1,284",1,0,1,3,1,0.4,0.4,0.1
197,Jacopo Fazzini,ITA,Cen,Empoli,21,2003,29,14,"1,164",1,1,2,5,0,1.2,1.2,2.1
198,Lewis Ferguson, SCO,Cen,Bologna,24,1999,31,31,"2,712",6,3,9,8,0,5.4,5.4,2.3
199,João Ferreira,POR,Dif,Udinese,23,2001,33,18,"1,785",0,1,1,9,0,0.1,0.1,0.9
